name,source,gender,wikidata,type
Langestraat,,,,way
"Langs de Korte Vliet",,,,way
Lasserstraat,,,,way
Lauwerbes,,,,way
Lavendeltuin,,,,way
"Le Pooleweg",,,,way
Lebeauhof,,,,way
Lederkarper,,,,way
Leededwarsstraat,,,,way
Leedepad,,,,way
Leedestraat,,,,way
Leeghwaterstraat,,,,way
Leemansstraat,,,,way
Leeuwenhoekstraat,,,,way
Leeuwerikstraat,,,,way
Leeuwkenstraat,,,,way
Legewerfsteeg,,,,way
Leidatoweg,,,,way
Leidsestraatweg,,,,way
Leidseweg,,,,way
Lekstraat,,,,way
Leliestraat,,,,way
Lemsteraakwerf,,,,way
Lepelaarsoord,,,,way
Levendaal,,,,way
Libellenveld,,,,way
"Lieven de Keijstraat",,,,way
Ligusterbes,,,,way
Lijsterbes,,,,way
Lijsterbeslaantje,,,,way
Lijsterstraat,,,,way
Limes,,,,way
Limesbrug,,,,way
Lindestraat,,,,way
Lingestraat,,,,way
Lintgras,,,,way
"Lise Meitnerpad",,,,way
"Lise Meitnerweg",,,,way
Lisztpad,,,,way
Liviuslaan,,,,way
Lobeliadal,,,,way
"Lodewijk Napoleonstraat",,,,way
"Lodewijk van Deijsselstraat",,,,way
Lokeendbrug,,,,way
Lokhorststraat,,,,way
Lombardpoort,,,,way
Lombardsteeg,,,,way
Looiersplein,,,,way
Looktuin,,,,way
Lopsenstraat,,,,way
Lorentzhof,,,,way
Lorentzkade,,,,way
Loridanshof,,,,way
Loskade,,,,way
"Lotte Beesestraat",,,,way
"Louis Armstronglaan",,,,way
"Louis Couperusstraat",,,,way
"Louis Elsevierstraat",,,,way
"Louis Elseviersviaduct",,,,way
"Louise Kerlingstraat",,,,way
"Louise Wentstraat",,,,way
"Lucas van Leijdenstraat",,,,way
Lucebertstraat,,,,way
Luchtmansplein,,,,way
"Lucretia van Merkenstraat",,,,way
Lupinepad,,,,way
Lupinetuin,,,,way
Lusthoflaan,,,,way
Lutulistraat,,,,way
Luzernevlinder,,,,way
"Maaike de Bruijnpad",,,,way
Maalderijstraat,,,,way
Maansteenpad,,,,way
Maanvlinder,,,,way
"Maarse en Kroonhof",,,,way
Maarsmansteeg,,,,way
Maasstraat,,,,way
Madoerastraat,,,,way
"Magda Janssenspad",,,,way
"Magda de Haasstraat",,,,way
"Magdalena Moonsstraat",,,,way
Magnoliadal,,,,way
Magrietpad,,,,way
Mahlerstraat,,,,way
Maliebaan,,,,way
Mandenmakerssteeg,,,,way
Mangoweg,,,,way
Maredijk,,,,way
Maredijkhofje,,,,way
Maredijksepolderpad,,,,way
Marelaan,,,,way
"Marendorpse Dwarsstraat",,,,way
Marepoortbrug,,,,way
Marepoortkade,,,,way
Maresingel,,,,way
"Margaret Staalstraat",,,,way
"Margaretha Simonskade",,,,way
"Margo Antinkpad",,,,way
Margrietpad,,,,way
"Maria Dermoûtpad",,,,way
"Maria Gijzensteeg",,,,way
"Maria Voskade",,,,way
"Marianne van Herwerdenpad",,,,way
"Marie Boddaertpad",,,,way
"Marie Boddaertstraat",,,,way
"Marie Jungiusstraat",,,,way
"Marie de Lannoystraat",,,,way
"Marie van Eijsdenpad",,,,way
Mariënpoelstraat,,,,way
Marislaan,,,,way
Marktsteeg,,,,way
"Martinus Nijhoffbrug",,,,way
"Martinus Nijhoffpad",,,,way
"Martinus Nijhoffplaats",,,,way
"Martinus Nijhoffstraat",,,,way
"Mary Beystraat",,,,way
Matilobrug,,,,way
Matilopad,,,,way
Matiloweg,,,,way
"Matthias de Vrieshof",,,,way
Mauritsstraat,,,,way
"Max Planckweg",,,,way
"Max Regerlaan",,,,way
"Max Velthuijskade",,,,way
McDrive,,,,way
Mecklenburgerstraat,,,,way
Medusastraat,,,,way
Meelfabriekplein,,,,way
Meerburgerkade,,,,way
Meerburgerstraat,,,,way
Meerforel,,,,way
Meerhof,,,,way
Meermanshof,,,,way
"Mees Toxopeüsstraat",,,,way
Meeuwenzijde,,,,way
Meidoornstraat,,,,way
Meijerskade,,,,way
Meijestraat,,,,way
Meisjespoort,,,,way
"Melchior Treublaan",,,,way
Melissetuin,,,,way
Meloenpad,,,,way
Meloenstraat,,,,way
Mendelssohnkade,,,,way
Mendelweg,,,,way
"Menno ter Braakbrug",,,,way
"Menno ter Braakpad",,,,way
"Menno ter Braakplaats",,,,way
"Menno ter Braakstraat",,,,way
Mercuriusstraat,,,,way
Merelstraat,,,,way
Merendonk,,,,way
Merwedestraat,,,,way
Meyerbeerpad,,,,way
Mezenstraat,,,,way
Middelstegracht,,,,way
Middelweg,,,,way
Mierennesthofje,,,,way
Mierenpad,,,,way
"Mies Ruthplaats",,,,way
Milanenhorst,,,,way
"Mimi Boesnachstraat",,,,way
Mimosaduin,,,,way
Minervalaan,,,,way
"Minet Storm-Van der Chijspad",,,,way
Minnebroersgracht,,,,way
Minnestraat,,,,way
Mirakelsteeg,,,,way
Mirtebes,,,,way
Moddermanstraat,,,,way
Moerbeistraat,,,,way
Moessorgskistraat,,,,way
Molenaarspad,,,,way
Molensteeg,,,,way
Molentocht,,,,way
Molenwerf,,,,way
Molenwerfsteeg,,,,way
Molenzicht,,,,way
Mondlanestraat,,,,way
Montgomerystraat,,,,way
"Mooi Japiksteeg",,,,way
Morellenweg,,,,way
Morgenstertuin,,,,way
Moriaansteeg,,,,way
Morskade,,,,way
Morslaan,,,,way
Morspad,,,,way
Morssingel,,,,way
Morssingelterrein,,,,way
Morsstraat,,,,way
Morsviaduct,,,,way
Morsweg,,,,way
Moskeepad,,,,way
Mosroos,,,,way
Mosselbank,,,,way
Mosterdsteeg,,,,way
Mozartstraat,,,,way
Muiderkring,,,,way
Muldersstraat,,,,way
Multatuliplein,,,,way
Munnikenstraat,,,,way
Muplein,,,,way
Muskadelsteeg,,,,way
Musschenbroekstraat,,,,way
Mussenplaats,,,,way
Muziekantenstraat,,,,way
Nachtegaallaan,,,,way
"Nannie van Wehlstraat",,,,way
Narcissenstraat,,,,way
Narmstraat,,,,way
Nassaustraat,,,,way
Nautilusbank,,,,way
"Neeltje Lokersepad",,,,way
"Neeltje van Zuytbrouckhof",,,,way
"Nellie Bodenheimpad",,,,way
Neptunuskade,,,,way
Nesciokade,,,,way
Newtonweg,,,,way
"Nico van der Horstpark",,,,way
"Nicolaas Beetsstraat",,,,way
"Niek Engelschmanstraat",,,,way
"Niels Bohrweg",,,,way
"Nienke van Hichtumstraat",,,,way
"Nieuwe Beestenmarkt",,,,way
"Nieuwe Koningstraat",,,,way
"Nieuwe Mare",,,,way
"Nieuwe Rijn",,,,way
"Nieuwe Waardstraat",,,,way
Nieuwebrugsteeg,,,,way
Nieuwenhuizenweg,,,,way
Nieuweroord,,,,way
Nieuwsteeg,,,,way
Nieuwstraat,,,,way
Noachstraat,,,,way
Nonnensteeg,,,,way
"Noord Rundersteeg",,,,way
Noordeinde,,,,way
Noordeindeplein,,,,way
Noorderstraat,,,,way
Norremeerstraat,,,,way
Nova-Passage,,,,way
Obrechtstraat,,,,way
Octavialaan,,,,way
Oegstgeesterweg,,,,way
Oesterbank,,,,way
Ohmstraat,,,,way
Oliemolen,,,,way
Olieslagerspoort,,,,way
Olivabank,,,,way
Olmenrode,,,,way
Oltmansstraat,,,,way
Omegaplantsoen,,,,way
Omegaweg,,,,way
Ommedijkseweg,,,,way
Omnikronpad,,,,way
Onafhankelijkheidsweg,,,,way
Onyxstraat,,,,way
"Oost Havenstraat",,,,way
Oostdwarsgracht,,,,way
Oosterdwarsstraat,,,,way
Oosterkerkstraat,,,,way
Oosterpassage,,,,way
Oosterstraat,,,,way
Opaalstraat,,,,way
Operapad,,,,way
Oppenheimstraat,,,,way
Oranjeboomstraat,,,,way
Oranjegracht,,,,way
Oranjerie,,,,way
Oranjestraat,,,,way
Orchideepad,,,,way
"Os en Paardenlaan",,,,way
"Oude Herengracht",,,,way
"Oude Rhijnhofweg",,,,way
"Oude Rijn",,,,way
"Oude Singel",,,,way
"Oude Varkenmarkt",,,,way
"Oude Vest",,,,way
Oudplein,,,,way
Overrijn,,,,way
Overweteringpad,,,,way
Ovidiusbrug,,,,way
Ovidiusstraat,,,,way
Oxfordlaan,,,,way
"P.C. Hooftlaan",,,,way
"P.J. Blokstraat",,,,way
"P.N. van Eyckhof",,,,way
Paardentramhof,,,,way
"Pad van Bremmer",,,,way
Paganinistraat,,,,way
Pagepad,,,,way
Pakhuisstraat,,,,way
Pakschuitwerf,,,,way
"Pal Maleterstraat",,,,way
Paleizenbaan,,,,way
Panagoulispad,,,,way
Papegaaisbolwerk,,,,way
Papengracht,,,,way
Papiermolen,,,,way
Paradijssteeg,,,,way
Parelmoervlinder,,,,way
Parelstraat,,,,way
"Park Die Leythe",,,,way
"Park de Put",,,,way
"Park die Leythe",,,,way
Parkstraat,,,,way
Parkzicht,,,,way
Parmentierweg,,,,way
Pascalbrug,,,,way
Pascalstraat,,,,way
Passiebloem,,,,way
Pasteurstraat,,,,way
Patellabank,,,,way
Paterstraatje,,,,way
Patrijzenhoek,,,,way
"Paul Krugerstraat",,,,way
"Pauline de Haanstraat",,,,way
"Paulus Buysstraat",,,,way
Paviljoenshof,,,,way
Paviusstraat,,,,way
Pelgrimspoort,,,,way
Pelikaanhof,,,,way
Pelikaanstraat,,,,way
Pelmolen,,,,way
Peppelrode,,,,way
Perenweg,,,,way
Pergolesipad,,,,way
"Persant Snoepweg",,,,way
Perzikweg,,,,way
Pesthuislaan,,,,way
"Peter van Anrooystraat",,,,way
"Petronella Moenspad",,,,way
Petuniadal,,,,way
Philipsburgstraat,,,,way
"Piet Heinstraat",,,,way
"Piet Paaltjenspad",,,,way
"Pieter Gerritz Speckhof",,,,way
"Pieter Huibertsgang",,,,way
"Pieter Vreedestraat",,,,way
"Pieter de la Courtstraat",,,,way
"Pieter van der Aastraat",,,,way
Pieterskerk-Choorsteeg,,,,way
Pieterskerkgracht,,,,way
Pieterskerkhof,,,,way
Pieterskerkstraat,,,,way
Pioenhof,,,,way
Pioenstraat,,,,way
Plaatsteeg,,,,way
Plantage,,,,way
Plantagelaan,,,,way
Plantijnstraat,,,,way
Plantsoen,,,,way
Platanenrode,,,,way
Platschelpenbank,,,,way
Plesmanlaan,,,,way
Pluimgras,,,,way
Poelgeeststraat,,,,way
Poelwetering,,,,way
Poelweteringpad,,,,way
Poldermolen,,,,way
Polderpad,,,,way
Pomonapad,,,,way
Pompoenweg,,,,way
Poppebrug,,,,way
Porceleinvlinder,,,,way
Potgieterlaan,,,,way
Pottenbakkersgang,,,,way
"President Steinstraat",,,,way
Pretoriusstraat,,,,way
Primuladuin,,,,way
"Prins Bernhardlaan",,,,way
"Prins Clauspad",,,,way
"Prins Clausweg",,,,way
"Prins Frederikstraat",,,,way
"Prins Hendrikplein",,,,way
"Prins Hendrikstraat",,,,way
Prinsenlaan,,,,way
Prinsenstraat,,,,way
"Prinses Wilhelminastraat",,,,way
Prinsessekade,,,,way
Professorenpad,,,,way
Punterwerf,,,,way
Purcellstraat,,,,way
Purperforel,,,,way
Purperwier,,,,way
Putterplaats,,,,way
Raamsteeg,,,,way
Raamstraat,,,,way
Rademakerpad,,,,way
Rademakerstraat,,,,way
Rapenburg,,,,way
Ravelstraat,,,,way
Ravenhorst,,,,way
Regenboogforel,,,,way
Regenboogpad,,,,way
Reigerhorst,,,,way
Reigerpad,,,,way
"Reina Prinsen Geerligspad",,,,way
Reineveststeeg,,,,way
Reitzstraat,,,,way
Reizigersstraat,,,,way
Rembrandtbrug,,,,way
Rembrandtpark,,,,way
Rembrandtstraat,,,,way
Remusbrug,,,,way
Resedastraat,,,,way
Reuvensplaats,,,,way
Rhijnhofweg,,,,way
Rhijnvreugd,,,,way
"Richard Holstraat",,,,way
Ridderspoortuin,,,,way
Rietgorspad,,,,way
Rietveldpad,,,,way
Rigolettohof,,,,way
"Rijn en Schiekade",,,,way
Rijnbrug,,,,way
Rijnburgerweg,,,,way
Rijndijk,,,,way
Rijndijkstraat,,,,way
Rijnkade,,,,way
Rijnoever,,,,way
Rijnsburgersingel,,,,way
Rijnsburgerweg,,,,way
Rijnstraat,,,,way
Rijnstroomstraat,,,,way
Rijnzichtbrug,,,,way
Rijnzichtstraat,,,,way
Ringkade,,,,way
Rivierforel,,,,way
"Robbert Kochplaats",,,,way
"Robert Boyleweg",,,,way
Robijnhof,,,,way
Robijnstraat,,,,way
Roekenplaats,,,,way
"Roemer Visscherstraat",,,,way
Roggebroodshof,,,,way
"Rogier van Otterloopad",,,,way
Rollemanstraat,,,,way
Romeinenbrug,,,,way
Romeroplein,,,,way
Romulusbrug,,,,way
Ronner-Knipstraat,,,,way
"Ronnie Biermanpad",,,,way
Roodborststraat,,,,way
Roodenburgerstraat,,,,way
Roomburgereiland,,,,way
Roomburgerlaan,,,,way
Roomburgerpad,,,,way
Roomburgerweg,,,,way
Rooseveltstraat,,,,way
"Rosa Spierstraat",,,,way
"Rosa de Werdstraat",,,,way
"Rosalind Franklinpad",,,,way
Rosmolen,,,,way
Rossinistraat,,,,way
Rousselpad,,,,way
Rozenkwartsstraat,,,,way
Rozenlaan,,,,way
Rozenpad,,,,way
Rubiconbrug,,,,way
"Ruime Consciëntiestraat",,,,way
Rupsenpad,,,,way
Saffierstraat,,,,way
Saffraantuin,,,,way
Salomonsteeg,,,,way
"Salvador Allendeplein",,,,way
Salvatorshof,,,,way
"Sam van Houtenplein",,,,way
Sandifortdreef,,,,way
"Sara Knipscheerstraat",,,,way
Satijnvlinder,,,,way
Scarlattistraat,,,,way
Schachtenhof,,,,way
Schaduwpad,,,,way
Schaepmanplein,,,,way
Schagensteeg,,,,way
Schapenbelpoort,,,,way
Schapensteeg,,,,way
Schapenwei,,,,way
Scharensliepstraat,,,,way
Scharlakenbes,,,,way
Scheepmakerssteeg,,,,way
Scheepswerf,,,,way
Schelpenkade,,,,way
Scheringstraat,,,,way
Schermerhornpad,,,,way
Schimmelpenninckstraat,,,,way
Schimmelstraat,,,,way
Schipholweg,,,,way
Schoenerwal,,,,way
Schokkerwerf,,,,way
Scholtenstraat,,,,way
Schoolmeesterpad,,,,way
Schoolsteeg,,,,way
Schouwenwerf,,,,way
Schubertlaan,,,,way
Schubertplein,,,,way
Schutterstraat,,,,way
Schuttersveld,,,,way
Scilladuin,,,,way
Sebastiaansdoelen,,,,way
Seinpaalstraat,,,,way
Sellegerplein,,,,way
Semmelweisstraat,,,,way
Senaatbrug,,,,way
Senaatstraat,,,,way
Senecastraat,,,,way
Seringenstraat,,,,way
Serpentijnpad,,,,way
Severplaats,,,,way
Sibeliusstraat,,,,way
Sieboldstraat,,,,way
Sigmaplantsoen,,,,way
Sijthoffstraat,,,,way
"Simon Stevinpad",,,,way
"Simon Vestdijkpad",,,,way
"Sint Aagtenstraat",,,,way
"Sint Anna'shof",,,,way
"Sint Jacobsgracht",,,,way
"Sint Janshof",,,,way
"Sint Jorissteeg",,,,way
"Sint Pancrassteeg",,,,way
"Sint Ursulasteeg",,,,way
Sionshof,,,,way
Sionsteeg,,,,way
"Sis Heijsterpad",,,,way
Sjahrirstraat,,,,way
Slaaghsloot,,,,way
Slachthuislaan,,,,way
Slauerhoffpad,,,,way
Sleedoorntuin,,,,way
Sleutelbloem,,,,way
Sliksteeg,,,,way
Sloepenwal,,,,way
Sluisstraat,,,,way
Smaragdlaan,,,,way
Smederijstraat,,,,way
Smellekenhorst,,,,way
Smétanastraat,,,,way
Smidssteeg,,,,way
Sneeuwbes,,,,way
Snelliusplaats,,,,way
Snippenhoek,,,,way
Snoekforel,,,,way
"Snouck Hurgronjestraat",,,,way
Soembastraat,,,,way
Sonatepad,,,,way
Sophiahof,,,,way
Spaarnestraat,,,,way
Sparrenrode,,,,way
Sperwerhorst,,,,way
Sperwerpad,,,,way
Spiegelkarper,,,,way
Spieghelstraat,,,,way
Spijkerboorsteeg,,,,way
Spilsteeg,,,,way
Spinelstraat,,,,way
Spoelstraat,,,,way
Spoorbloem,,,,way
Spoorlaan,,,,way
Spoorweghavenpad,,,,way
Spreeuwenplaats,,,,way
Springerpad,,,,way
Staalwijkstraat,,,,way
Stadhouderslaan,,,,way
Stadhuisplein,,,,way
Stadspolderpad,,,,way
Stadspolderweg,,,,way
Stadzicht,,,,way
Stalpaerthof,,,,way
"Stan Kentonstraat",,,,way
Standerdmolen,,,,way
Staringkade,,,,way
Stationshal,,,,way
Stationsplein,,,,way
Stationsweg,,,,way
"Staverse jolwerf",,,,way
Stedenspelstraat,,,,way
Steenschuur,,,,way
Steenstraat,,,,way
Stekelzegge,,,,way
Stellingmolen,,,,way
Steneveltpark,,,,way
Sterrenwachtlaan,,,,way
Sterzegge,,,,way
"Steve Bikostraat",,,,way
Stevensbloem,,,,way
Stevensbrug,,,,way
Stevenshof,,,,way
Stevenshofdreef,,,,way
Stieltjesstraat,,,,way
"Stille Mare",,,,way
"Stille Rijn",,,,way
Stoelenmatterstraat,,,,way
Stokroos,,,,way
Stoomtramhof,,,,way
"Storm Buysingstraat",,,,way
Strandschelpenbank,,,,way
Strausspad,,,,way
Strawinskypad,,,,way
Strobloem,,,,way
Struikheide,,,,way
Stuwstraat,,,,way
Suringarstraat,,,,way
"Suze Baarthof",,,,way
"Suze Groenewegplein",,,,way
Swammerdampad,,,,way
Sweelincklaan,,,,way
Sylviusweg,,,,way
Tacitusstraat,,,,way
Takwier,,,,way
Tamboerpad,,,,way
Tandkarper,,,,way
Taptadestraat,,,,way
Tasmanstraat,,,,way
"Tatjana Afanasjevaweg",,,,way
Telderskade,,,,way
Temminckstraat,,,,way
"Ten Katestraat",,,,way
"Ter Haarkade",,,,way
"Ter Haarplein",,,,way
Tesselschadestraat,,,,way
Teunisbloem,,,,way
Tevelshof,,,,way
"Thea Beckmanstraat",,,,way
"Theda Mansholtstraat",,,,way
"Theo Mann-Bouwmeesterstraat",,,,way
Theresiastraat,,,,way
Thorbeckestraat,,,,way
Tiberiusstraat,,,,way
"Tiboel Siegenbeekstraat",,,,way
"Tieleman en Drosweg",,,,way
Tijgeroogstraat,,,,way
Tinbergenweg,,,,way
"Tine Tammespad",,,,way
"Tine van Dethstraat",,,,way
"Titus Brandsmalaan",,,,way
Tjalkenwerf,,,,way
Tjotterwerf,,,,way
Toermalijnstraat,,,,way
Tollensstraat,,,,way
Tomatenstraat,,,,way
"Tommy Dorseykade",,,,way
Topaaslaan,,,,way
Torenbes,,,,way
Torenmolen,,,,way
Toscaninilaan,,,,way
Toussaintkade,,,,way
Touwslagersgang,,,,way
Trambaan,,,,way
Transvaalhof,,,,way
Transvaalkade,,,,way
Travertijnpad,,,,way
Trekschuithof,,,,way
Trekschuitpad,,,,way
Trekvlietpad,,,,way
"Trien Semlerstraat",,,,way
Troelstraplein,,,,way
Trompstraat,,,,way
"Truus Schröderpad",,,,way
Tsjaikowskikade,,,,way
Tuinbank,,,,way
Tuinderijpad,,,,way
Tuinpad,,,,way
Tulpenstraat,,,,way
Tunicaduin,,,,way
Turfmarkt,,,,way
Turkooislaan,,,,way
Tweelingstraat,,,,way
Uhlenbeckkade,,,,way
Uilenhorst,,,,way
Uilenpad,,,,way
Uiterstegracht,,,,way
"Utrechtse Jaagpad",,,,way
"Utrechtse Veer",,,,way
Vaartkade,,,,way
Vaartstraat,,,,way
Valdezstraat,,,,way
Valeriusstraat,,,,way
Valkenburgseweg,,,,way
Valkenhof,,,,way
Valkenhorst,,,,way
Valkenpad,,,,way
Valkensteeg,,,,way
"Van 's-Gravensandestraat",,,,way
"Van 't Hoffstraat",,,,way
"Van Assendelftshof",,,,way
"Van Baerlestraat",,,,way
"Van Banchemhof",,,,way
"Van Bemmelenstraat",,,,way
"Van Beuningenlaan",,,,way
"Van Blankenburgstraat",,,,way
"Van Eijsingapark",,,,way
"Van Galenstraat",,,,way
"Van Heussenstraat",,,,way
"Van Hillepad",,,,way
"Van Hogendorpstraat",,,,way
"Van Ledenberchstraat",,,,way
"Van Lennepstraat",,,,way
"Van Oldenbarneveltstraat",,,,way
"Van Randwijkstraat",,,,way
"Van Ravelingenstraat",,,,way
"Van Rijsselpad",,,,way
"Van Slingelandtlaan",,,,way
"Van Speykstraat",,,,way
"Van Swietenstraat",,,,way
"Van Toornvlietstraat",,,,way
"Van Vollenhovenkade",,,,way
"Van Vollenhovenplein",,,,way
"Van Waverenweg",,,,way
"Van Wijkplaats",,,,way
"Van de Sande Bakhuyzenlaan",,,,way
"Van den Brandelerkade",,,,way
"Van der Blom-Vijlbriefhof",,,,way
"Van der Blom-Vijlbriefstraat",,,,way
"Van der Helmlaan",,,,way
"Van der Hoevenstraat",,,,way
"Van der Lubbehof",,,,way
"Van der Paauwkade",,,,way
"Van der Sterrepad",,,,way
"Van der Tasstraat",,,,way
"Van der Waalsstraat",,,,way
"Van der Werfstraat",,,,way
Vasalisbrug,,,,way
Vederwier,,,,way
Veehalstraat,,,,way
Veenbes,,,,way
Veerhuis,,,,way
Veerpolderpad,,,,way
Veerstraat,,,,way
Veilingkade,,,,way
Veldenpoort,,,,way
Veluwemeerlaan,,,,way
Vendelstraat,,,,way
Vennemeerbrug,,,,way
Vennemeerstraat,,,,way
Venterstraat,,,,way
Venusstraat,,,,way
"Vera Bondamstraat",,,,way
Verbeekstraat,,,,way
Verdamstraat,,,,way
Verdistraat,,,,way
Verfmolen,,,,way
Vergiliusstraat,,,,way
Verhaartpad,,,,way
Versijdenstraat,,,,way
Ververstraat,,,,way
Ververstraatplein,,,,way
Vestestraat,,,,way
Vestwal,,,,way
Vicuspad,,,,way
Vierlinghlaan,,,,way
"Vijf Meilaan",,,,way
"Vijf Meiplein",,,,way
"Vijfde Binnenvestgracht",,,,way
Vingboonshof,,,,way
Vinkenstraat,,,,way
Vinkweg,,,,way
Violaduin,,,,way
Viottapad,,,,way
Virulypad,,,,way
Vismarkt,,,,way
Visserspad,,,,way
Vitruviusstraat,,,,way
Vivaldistraat,,,,way
Vliervlinder,,,,way
Vliet,,,,way
Vlietpark,,,,way
Vlietweg,,,,way
Vliststraat,,,,way
Vollebregtshof,,,,way
Vollersgracht,,,,way
Volmolengracht,,,,way
Voltastraat,,,,way
Vondellaan,,,,way
Voorjaarszegge,,,,way
Voorschoterweg,,,,way
Voorstraat,,,,way
Vossebes,,,,way
Vossemeerlaan,,,,way
Voszegge,,,,way
Vreewijkstraat,,,,way
Vrijheidslaan,,,,way
Vrouwenkerkhof,,,,way
Vrouwenkerkkoorstraat,,,,way
Vrouwenkerksteeg,,,,way
Vrouwensteeg,,,,way
Vrouwenweg,,,,way
Vulcanusstraat,,,,way
Vuurbloem,,,,way
"W.F. Hermanshof",,,,way
Waaghoofd,,,,way
Waardgracht,,,,way
Waardkerksteeg,,,,way
Waardstraat,,,,way
Wagnerplein,,,,way
"Walraven van Hallstraat",,,,way
Warmoeziershof,,,,way
Warmonderweg,,,,way
Wassenaarseweg,,,,way
Wasstraat,,,,way
Watergeuzenstraat,,,,way
Watermolen,,,,way
Watersteeg,,,,way
Wattstraat,,,,way
Weddesteeg,,,,way
Weegbreetuin,,,,way
Weidehof,,,,way
Weigeliadal,,,,way
"West Havenstraat",,,,way
West-Indiëbaan,,,,way
Westlanderwerf,,,,way
Wevershof,,,,way
"Wiardi Beckmanstraat",,,,way
Wiekelhorst,,,,way
Wielmakersteeg,,,,way
Wierickestraat,,,,way
Wijnbes,,,,way
Wilgenrode,,,,way
Wilhelmuspad,,,,way
"Willem Barentszstraat",,,,way
"Willem Dreeslaan",,,,way
"Willem Klooslaan",,,,way
"Willem Pijperstraat",,,,way
"Willem van der Madeweg",,,,way
Willemshof,,,,way
Willemstraat,,,,way
"William Brewstersteeg",,,,way
Wintervlinder,,,,way
"Witte Rozenstraat",,,,way
"Witte Singel",,,,way
Wollegras,,,,way
Wolmaransstraat,,,,way
Wolsteeg,,,,way
Woudbes,,,,way
Wulkenbank,,,,way
Ypenburgbocht,,,,way
Zaagjesbank,,,,way
Zaaijerpad,,,,way
Zaaijerplein,,,,way
Zaalbergweg,,,,way
Zaalsportstraat,,,,way
Zaanstraat,,,,way
Zakpoort,,,,way
Zalmforel,,,,way
Zandstraat,,,,way
Zandzegge,,,,way
Zeeforel,,,,way
Zeemanlaan,,,,way
Zeewier,,,,way
Zegersteeg,,,,way
Zernikedreef,,,,way
Zijdevlinder,,,,way
Zijldonk,,,,way
Zijleiland,,,,way
Zijloever,,,,way
Zijloeverpad,,,,way
Zijlplaats,,,,way
Zijlpoortsburg,,,,way
Zijlsingel,,,,way
Zijlstraat,,,,way
Zilverkarper,,,,way
Zilverschoontuin,,,,way
Zinniadal,,,,way
Zirkoonstraat,,,,way
Zocherstraat,,,,way
Zoeterwoudsesingel,,,,way
Zoeterwoudseweg,,,,way
Zonnebloem,,,,way
Zonnedauwtuin,,,,way
Zonneveldstraat,,,,way
Zonnewende,,,,way
Zoutkeethof,,,,way
"Zuid Rundersteeg",,,,way
Zuidsingel,,,,way
"Zuster Bertkenstraat",,,,way
"Zuster Meijboomstraat",,,,way
"Zuster Reichertstraat",,,,way
Zwanenpad,,,,way
Zwanenzijde,,,,way
"Zwarte Pad",,,,way
Zwartehandspoort,,,,way
Zwartemeerlaan,,,,way
Zweilandlaan,,,,way
Zwenkgras,,,,way
